PlayerId;Year;TeamId;LeagueId;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
327;2021;47;9999;0;0;0;0;0;0;0;0;0;0
327;2022;0;9999;0;0;0;0;0;0;0;0;0;0
376;2021;11;9999;0;0;0;0;0;0;0;0;0;0
895;2021;1;9999;5;17265;1;3;0;0;1;15;105;56
895;2022;1;9999;5;17566;3;1;0;0;0;14;125;64
1088;2021;19;9999;2;7367;2;0;0;0;0;6;45;57
1088;2022;62;9999;0;0;0;0;0;0;0;0;0;0
1088;2023;47;9999;0;0;0;0;0;0;0;0;0;0
144;2021;17;9999;7;29042;3;3;1;0;1;18;211;74
144;2022;17;9999;13;47589;6;6;1;1;0;37;370;70
144;2023;17;9999;21;76190;11;8;2;1;2;68;741;77
144;2024;17;9999;14;52237;7;5;2;0;0;41;462;75
144;2025;17;9999;0;0;0;0;0;0;0;0;0;0
232;2023;56;9999;0;0;0;0;0;0;0;0;0;0
232;2024;56;9999;5;15299;2;2;0;0;2;12;155;71
232;2025;56;9999;4;14699;0;3;1;0;0;12;125;69
369;2021;38;9999;1;299;0;0;0;0;0;0;6;56
369;2022;38;9999;1;259;0;0;0;0;0;0;0;48
589;2021;50;9999;1;274;0;0;0;0;0;0;2;51
589;2022;54;9999;22;81052;16;5;1;1;3;54;561;65
857;2022;25;9999;0;0;0;0;0;0;0;0;0;0
857;2023;31;9999;18;64623;10;4;3;3;0;56;639;78
891;2022;10;9999;0;0;0;0;0;0;0;0;0;0
891;2023;54;9999;2;3027;0;0;0;0;0;2;29;57
891;2024;54;9999;20;72845;13;5;2;1;3;38;547;75
1098;2021;29;9999;0;0;0;0;0;0;0;0;0;0
1098;2024;44;9999;17;61303;9;7;1;1;2;41;499;73
1280;2023;53;9999;2;2137;0;0;0;0;0;2;14;48
1280;2024;53;9999;12;39187;5;5;2;0;0;43;349;57
1288;2022;46;9999;11;39915;4;6;1;1;0;35;372;70
1288;2024;33;9999;7;26448;3;4;0;1;1;18;233;76
1289;2024;44;9999;0;0;0;0;0;0;0;0;0;0
289;2021;16;9999;5;16018;1;4;0;0;0;23;141;50
289;2022;16;9999;6;18895;2;4;0;1;0;27;170;51
289;2023;18;9999;5;13798;3;2;0;0;0;19;115;51
289;2024;18;9999;0;0;0;0;0;0;0;0;0;0
289;2025;3;9999;3;11203;1;1;1;0;0;13;140;83
311;2022;27;9999;5;15177;1;3;0;0;0;15;131;61
311;2023;27;9999;1;1882;1;0;0;0;0;2;20;64
311;2024;27;9999;6;22803;3;2;1;0;0;16;179;74
311;2025;57;9999;11;39926;6;3;2;0;0;23;329;75
311;2026;20;9999;0;0;0;0;0;0;0;0;0;0
337;2024;9;9999;1;1229;0;0;0;0;0;0;4;55
842;2024;26;9999;7;26094;3;3;1;1;0;30;253;69
842;2025;26;9999;1;1424;0;0;0;0;0;2;18;59
842;2026;50;9999;10;37657;4;5;1;0;0;29;324;73
