Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
65501;2115;21;0;0;0;0;.00nan;0;0
65504;530;12;0;0;0;0;.00nan;0;0
65504;536;27;91;48;4;44;.917;3600000;0
65504;1222;27;0;0;0;0;.00nan;0;0
65504;5889;12;31;20;5;15;.750;3576200;0
65564;862;2;0;0;0;0;.00nan;0;0
65564;1044;17;56;28;4;24;.857;3600000;0
65564;5872;17;0;0;0;0;.00nan;0;0
65564;5935;2;94;29;1;28;.966;3600000;0
65483;0;18;0;0;0;0;.00nan;0;0
65483;443;7;0;0;0;0;.00nan;0;0
65483;738;18;100;49;3;46;.939;3703750;0
65483;1651;7;68;33;4;29;.879;3703750;0
65481;1247;20;100;37;1;36;.973;3600000;0
65481;1300;20;0;0;0;0;.00nan;0;0
65481;2075;10;78;40;4;36;.900;3600000;0
65481;6527;10;0;0;0;0;.00nan;0;0
65486;889;152;0;0;0;0;.00nan;0;0
65486;933;19;0;0;0;0;.00nan;0;0
65486;3101;19;49;20;3;17;.850;3900000;0
65486;5950;152;71;30;3;27;.900;3900000;0
65485;668;14;37;6;2;4;.667;620150;0
65485;879;124;0;0;0;0;.00nan;0;0
65485;1615;14;37;27;6;21;.778;2979850;0
65485;1658;124;73;31;4;27;.871;3600000;0
65484;933;19;64;33;4;29;.879;3600000;0
65484;945;30;0;0;0;0;.00nan;0;0
65484;1664;30;75;19;1;18;.947;3600000;0
65484;3101;19;0;0;0;0;.00nan;0;0
65514;536;27;0;0;0;0;.00nan;0;0
65514;930;9;81;23;1;22;.957;3600000;0
65514;1222;27;87;44;4;40;.909;3600000;0
65514;5934;9;0;0;0;0;.00nan;0;0
65494;443;7;64;27;3;24;.889;3578200;0
65494;1651;7;0;0;0;0;.00nan;0;0
65494;5944;23;0;0;0;0;.00nan;0;0
65494;6515;23;78;26;2;24;.923;3600000;0
65489;567;24;37;35;7;28;.800;3600000;0
65489;982;28;81;27;2;25;.926;3600000;0
65489;1294;28;0;0;0;0;.00nan;0;0
65489;1828;24;0;0;0;0;.00nan;0;0
65487;862;2;0;0;0;0;.00nan;0;0
65487;2075;10;53;3;0;3;1.000;749150;0
65487;5935;2;77;21;1;20;.952;3600000;0
65487;6527;10;43;32;6;26;.813;2850850;0
65540;540;21;66;33;4;29;.879;3600000;0
65540;945;30;84;24;1;23;.958;3600000;0
65540;1664;30;0;0;0;0;.00nan;0;0
65540;2115;21;0;0;0;0;.00nan;0;0
65526;530;12;93;34;2;32;.941;3600000;0
65526;1641;29;0;0;0;0;.00nan;0;0
65526;3462;29;94;42;3;39;.929;3594450;0
65526;5889;12;0;0;0;0;.00nan;0;0
65541;690;154;79;28;2;26;.929;3600000;0
65541;929;154;0;0;0;0;.00nan;0;0
65541;930;9;0;0;0;0;.00nan;0;0
65541;5934;9;53;27;4;23;.852;3558200;0
65496;0;18;89;39;3;36;.923;3600000;0
65496;738;18;0;0;0;0;.00nan;0;0
65496;982;28;0;0;0;0;.00nan;0;0
65496;1294;28;53;32;5;27;.844;3536750;0
65502;830;26;0;0;0;0;.00nan;0;0
65502;889;152;0;0;0;0;.00nan;0;0
65502;2062;26;91;30;1;29;.967;3898150;0
65502;5950;152;76;28;2;26;.929;3898150;0
65500;1044;17;0;0;0;0;.00nan;0;0
65500;1926;0;95;31;1;30;.968;3600000;0
65500;5872;17;78;40;4;36;.900;3600000;0
65500;6446;0;0;0;0;0;.00nan;0;0
65491;150;25;0;0;0;0;.00nan;0;0
65491;567;24;0;0;0;0;.00nan;0;0
65491;762;25;87;26;1;25;.962;3600000;0
65491;1828;24;43;32;6;26;.813;3600000;0
65554;2123;8;91;48;3;45;.938;3600000;0
65554;2965;31;86;45;4;41;.911;3589850;0
65554;5430;8;0;0;0;0;.00nan;0;0
65554;6493;31;0;0;0;0;.00nan;0;0
65556;536;27;89;45;4;41;.911;3600000;0
65556;703;1;64;39;5;34;.872;3600000;0
65556;1222;27;0;0;0;0;.00nan;0;0
65556;3513;1;0;0;0;0;.00nan;0;0
66515;862;2;51;29;5;24;.828;3825900;0
66515;1044;17;96;55;4;51;.927;3825900;0
66515;5872;17;0;0;0;0;.00nan;0;0
66515;5935;2;0;0;0;0;.00nan;0;0
65506;150;25;67;28;3;25;.893;3553750;0
65506;690;154;91;35;2;33;.943;3600000;0
65506;762;25;0;0;0;0;.00nan;0;0
65506;929;154;0;0;0;0;.00nan;0;0
65503;443;7;64;45;6;39;.867;3600000;0
65503;1651;7;0;0;0;0;.00nan;0;0
65503;2123;8;0;0;0;0;.00nan;0;0
65503;5430;8;100;35;1;34;.971;3600000;0
65570;540;21;0;0;0;0;.00nan;0;0
65570;668;14;0;0;0;0;.00nan;0;0
65570;1615;14;82;36;3;33;.917;3600000;0
65570;2115;21;53;32;5;27;.844;3532200;0
65512;1247;20;95;37;2;35;.946;3546150;0
65512;1300;20;0;0;0;0;.00nan;0;0
65512;5944;23;99;31;1;30;.968;3600000;0
65512;6515;23;0;0;0;0;.00nan;0;0
65551;830;26;76;39;4;35;.897;3600000;0
65551;904;3;99;45;3;42;.933;3600000;0
65551;1064;3;0;0;0;0;.00nan;0;0
65551;2062;26;0;0;0;0;.00nan;0;0
65546;0;18;50;1;0;1;1.000;259050;0
65546;530;12;78;44;5;39;.886;3600000;0
65546;738;18;74;50;6;44;.880;3268250;0
65546;5889;12;0;0;0;0;.00nan;0;0
65497;879;124;0;0;0;0;.00nan;0;0
65497;982;28;73;25;2;23;.920;3600000;0
65497;1294;28;0;0;0;0;.00nan;0;0
65497;1658;124;76;38;4;34;.895;3578000;0
65515;930;9;68;22;2;20;.909;3600000;0
65515;945;30;64;33;4;29;.879;3553100;0
65515;1664;30;0;0;0;0;.00nan;0;0
65515;5934;9;0;0;0;0;.00nan;0;0
65488;703;1;0;0;0;0;.00nan;0;0
65488;2075;10;67;33;4;29;.879;3564100;0
65488;3513;1;72;29;3;26;.897;3600000;0
65488;6527;10;0;0;0;0;.00nan;0;0
65508;889;152;35;29;6;23;.793;2453350;0
65508;1247;20;0;0;0;0;.00nan;0;0
65508;1300;20;86;24;1;23;.958;3600000;0
65508;5950;152;46;11;2;9;.818;1146650;0
65574;530;12;98;21;0;21;1.000;3600000;0
65574;862;2;78;28;2;26;.929;2460550;0
65574;5889;12;0;0;0;0;.00nan;0;0
65574;5935;2;28;13;4;9;.692;1139450;0
65530;567;24;75;26;2;24;.923;3620650;0
65530;945;30;0;0;0;0;.00nan;0;0
65530;1664;30;56;20;3;17;.850;3620650;0
65530;1828;24;0;0;0;0;.00nan;0;0
65561;540;21;73;30;3;27;.900;3600000;0
65561;2115;21;0;0;0;0;.00nan;0;0
65561;5944;23;0;0;0;0;.00nan;0;0
65561;6515;23;64;32;4;28;.875;3600000;0
65507;690;154;0;0;0;0;.00nan;0;0
65507;879;124;92;48;4;44;.917;3520300;0
65507;929;154;73;24;2;22;.917;3600000;0
65507;1658;124;0;0;0;0;.00nan;0;0
65495;0;18;0;0;0;0;.00nan;0;0
65495;738;18;84;25;1;24;.960;3600000;0
65495;2123;8;0;0;0;0;.00nan;0;0
65495;5430;8;89;46;4;42;.913;3600000;0
66566;1044;17;0;0;0;0;.00nan;0;0
66566;2965;31;62;25;3;22;.880;3600000;0
66566;5872;17;100;27;0;27;1.000;3600000;0
66566;6493;31;0;0;0;0;.00nan;0;0
65509;933;19;51;31;5;26;.839;3600000;0
65509;982;28;0;0;0;0;.00nan;0;0
65509;1294;28;80;22;1;21;.955;3600000;0
65509;3101;19;0;0;0;0;.00nan;0;0
65527;668;14;0;0;0;0;.00nan;0;0
65527;1615;14;100;28;0;28;1.000;3600000;0
65527;1926;0;0;0;0;0;.00nan;0;0
65527;6446;0;63;38;5;33;.868;3600000;0
65539;930;9;0;0;0;0;.00nan;0;0
65539;1247;20;83;36;3;33;.917;3514700;0
65539;1300;20;0;0;0;0;.00nan;0;0
65539;5934;9;72;18;1;17;.944;3600000;0
65524;536;27;78;27;2;25;.926;3600000;0
65524;1222;27;0;0;0;0;.00nan;0;0
65524;1926;0;51;25;4;21;.840;3572150;0
65524;6446;0;0;0;0;0;.00nan;0;0
65568;2123;8;33;21;5;16;.762;3532400;0
65568;2965;31;0;0;0;0;.00nan;0;0
65568;5430;8;0;0;0;0;.00nan;0;0
65568;6493;31;88;38;3;35;.921;3600000;0
65492;443;7;0;0;0;0;.00nan;0;0
65492;933;19;55;27;4;23;.852;3576400;0
65492;1651;7;68;28;3;25;.893;3600000;0
65492;3101;19;0;0;0;0;.00nan;0;0
65573;150;25;0;0;0;0;.00nan;0;0
65573;703;1;0;0;0;0;.00nan;0;0
65573;762;25;61;36;5;31;.861;3600000;0
65573;3513;1;91;36;2;34;.944;3600000;0
65588;0;18;89;40;3;37;.925;3590200;0
65588;738;18;0;0;0;0;.00nan;0;0
65588;1044;17;0;0;0;0;.00nan;0;0
65588;5872;17;88;35;2;33;.943;3600000;0
65548;443;7;39;25;5;20;.800;3581400;0
65548;567;24;0;0;0;0;.00nan;0;0
65548;1651;7;0;0;0;0;.00nan;0;0
65548;1828;24;93;41;3;38;.927;3600000;0
65545;930;9;88;34;2;32;.941;3548850;0
65545;5934;9;0;0;0;0;.00nan;0;0
65545;5944;23;94;33;1;32;.970;3600000;0
65545;6515;23;0;0;0;0;.00nan;0;0
65520;889;152;0;0;0;0;.00nan;0;0
65520;1247;20;0;0;0;0;.00nan;0;0
65520;1300;20;79;22;1;21;.955;3600000;0
65520;5950;152;61;36;5;31;.861;3600000;0
65533;830;26;56;39;6;33;.846;3561950;0
65533;1641;29;76;32;3;29;.906;3600000;0
65533;2062;26;0;0;0;0;.00nan;0;0
65533;3462;29;0;0;0;0;.00nan;0;0
65510;150;25;98;42;2;40;.952;3523750;0
65510;668;14;0;0;0;0;.00nan;0;0
65510;762;25;0;0;0;0;.00nan;0;0
65510;1615;14;100;34;1;33;.971;3600000;0
65536;904;3;0;0;0;0;.00nan;0;0
65536;945;30;84;23;1;22;.957;3600000;0
65536;1064;3;82;31;2;29;.935;3553550;0
65536;1664;30;0;0;0;0;.00nan;0;0
65596;536;27;0;0;0;0;.00nan;0;0
65596;540;21;63;24;3;21;.875;3600000;0
65596;1222;27;82;42;4;38;.905;3600000;0
65596;2115;21;0;0;0;0;.00nan;0;0
65521;690;154;73;19;1;18;.947;3600000;0
65521;929;154;0;0;0;0;.00nan;0;0
65521;2075;10;0;0;0;0;.00nan;0;0
65521;6527;10;63;26;3;23;.885;3598200;0
65557;2123;8;0;0;0;0;.00nan;0;0
65557;5430;8;89;33;2;31;.939;3635100;0
65557;5944;23;0;0;0;0;.00nan;0;0
65557;6515;23;68;25;3;22;.880;3635100;0
65493;567;24;84;36;3;33;.917;3600000;0
65493;879;124;0;0;0;0;.00nan;0;0
65493;1658;124;80;40;4;36;.900;3524050;0
65493;1828;24;0;0;0;0;.00nan;0;0
65490;830;26;0;0;0;0;.00nan;0;0
65490;933;19;88;26;1;25;.962;3600000;0
65490;2062;26;34;39;8;31;.795;3600000;0
65490;3101;19;0;0;0;0;.00nan;0;0
65529;1641;29;0;0;0;0;.00nan;0;0
65529;2075;10;96;51;2;49;.961;3900000;0
65529;3462;29;86;30;2;28;.933;3900000;0
65529;6527;10;0;0;0;0;.00nan;0;0
66549;0;18;0;0;0;0;.00nan;0;0
66549;703;1;61;42;6;36;.857;3600000;0
66549;738;18;94;35;2;33;.943;3600000;0
66549;3513;1;0;0;0;0;.00nan;0;0
65590;530;12;0;0;0;0;.00nan;0;0
65590;1044;17;80;48;5;43;.896;3569050;0
65590;5872;17;0;0;0;0;.00nan;0;0
65590;5889;12;66;27;3;24;.889;3600000;0
65532;889;152;58;38;6;32;.842;3565400;0
65532;2965;31;48;29;5;24;.828;3600000;0
65532;5950;152;0;0;0;0;.00nan;0;0
65532;6493;31;0;0;0;0;.00nan;0;0
65632;150;25;72;45;5;40;.889;3900000;0
65632;762;25;0;0;0;0;.00nan;0;0
65632;862;2;59;33;5;28;.848;3900000;0
65632;5935;2;0;0;0;0;.00nan;0;0
65684;530;12;74;38;4;34;.895;3750400;0
65684;703;1;0;0;0;0;.00nan;0;0
65684;3513;1;64;37;5;32;.865;3750400;0
65684;5889;12;0;0;0;0;.00nan;0;0
65584;536;27;67;28;3;25;.893;3563900;0
65584;1222;27;0;0;0;0;.00nan;0;0
65584;2965;31;0;0;0;0;.00nan;0;0
65584;6493;31;100;40;1;39;.975;3600000;0
66561;879;124;73;36;4;32;.889;3543200;0
66561;945;30;48;17;3;14;.824;3600000;0
66561;1658;124;0;0;0;0;.00nan;0;0
66561;1664;30;0;0;0;0;.00nan;0;0
65575;443;7;0;0;0;0;.00nan;0;0
65575;540;21;79;41;4;37;.902;3600000;0
65575;1651;7;80;34;3;31;.912;3600000;0
65575;2115;21;0;0;0;0;.00nan;0;0
65555;904;3;0;0;0;0;.00nan;0;0
65555;1064;3;71;23;2;21;.913;3600000;0
65555;1926;0;0;0;0;0;.00nan;0;0
65555;6446;0;58;41;6;35;.854;3600000;0
65528;668;14;89;48;3;45;.938;3549700;0
65528;982;28;91;34;2;32;.941;3600000;0
65528;1294;28;0;0;0;0;.00nan;0;0
65528;1615;14;0;0;0;0;.00nan;0;0
66500;1926;0;78;34;3;31;.912;3600000;0
66500;2075;10;97;20;0;20;1.000;3600000;0
66500;6446;0;0;0;0;0;.00nan;0;0
66500;6527;10;0;0;0;0;.00nan;0;0
65614;862;2;0;0;0;0;.00nan;0;0
65614;1044;17;70;18;1;17;.944;1420850;0
65614;5872;17;48;24;4;20;.833;2154850;0
65614;5935;2;66;26;3;23;.885;3600000;0
66559;567;24;77;33;3;30;.909;3600000;0
66559;1247;20;31;20;5;15;.750;2144950;0
66559;1300;20;41;7;2;5;.714;1455050;0
66559;1828;24;0;0;0;0;.00nan;0;0
65625;0;18;72;30;3;27;.900;3600000;0
65625;738;18;0;0;0;0;.00nan;0;0
65625;830;26;46;35;6;29;.829;2726100;0
65625;2062;26;55;4;0;4;1.000;873900;0
65562;690;154;0;0;0;0;.00nan;0;0
65562;904;3;100;31;0;31;1.000;3600000;0
65562;929;154;65;38;5;33;.868;3600000;0
65562;1064;3;0;0;0;0;.00nan;0;0
65571;690;154;0;0;0;0;.00nan;0;0
65571;929;154;49;18;3;15;.833;3540450;0
65571;2075;10;0;0;0;0;.00nan;0;0
65571;2689;10;78;27;2;25;.926;3600000;0
65631;443;7;53;3;0;3;1.000;245200;0
65631;1641;29;72;30;3;27;.900;3600000;0
65631;1651;7;51;37;6;31;.838;3354800;0
65631;3462;29;0;0;0;0;.00nan;0;0
65595;442;12;0;0;0;0;.00nan;0;0
65595;530;12;47;17;3;14;.824;3570100;0
65595;2965;31;91;41;1;40;.976;3600000;0
65595;6493;31;0;0;0;0;.00nan;0;0
65511;668;14;62;20;2;18;.900;3555400;0
65511;933;19;97;32;1;31;.969;3600000;0
65511;1615;14;0;0;0;0;.00nan;0;0
65511;3101;19;0;0;0;0;.00nan;0;0
65674;150;25;84;24;1;23;.958;3600000;0
65674;762;25;0;0;0;0;.00nan;0;0
65674;2123;8;47;35;6;29;.829;3600000;0
65674;5430;8;0;0;0;0;.00nan;0;0
65663;0;18;0;0;0;0;.00nan;0;0
65663;738;18;44;27;5;22;.815;3558850;0
65663;1247;20;84;36;3;33;.917;3600000;0
65663;1300;20;0;0;0;0;.00nan;0;0
65513;879;124;47;23;4;19;.826;3496300;0
65513;1044;17;93;35;2;33;.943;3600000;0
65513;1658;124;0;0;0;0;.00nan;0;0
65513;5872;17;0;0;0;0;.00nan;0;0
66044;540;21;82;41;4;37;.902;3600000;0
66044;703;1;0;0;0;0;.00nan;0;0
66044;2115;21;0;0;0;0;.00nan;0;0
66044;3513;1;55;32;5;27;.844;3594050;0
65598;862;2;64;31;4;27;.871;3600000;0
65598;904;3;37;35;7;28;.800;3600000;0
65598;1064;3;0;0;0;0;.00nan;0;0
65598;5935;2;0;0;0;0;.00nan;0;0
66501;443;7;80;28;2;26;.929;3600000;0
66501;540;21;0;0;0;0;.00nan;0;0
66501;1651;7;0;0;0;0;.00nan;0;0
66501;2115;21;56;32;5;27;.844;3600000;0
65582;668;14;0;0;0;0;.00nan;0;0
65582;1615;14;100;50;2;48;.960;3841900;0
65582;1641;29;0;0;0;0;.00nan;0;0
65582;3462;29;90;39;3;36;.923;3841900;0
65523;933;19;64;32;4;28;.875;3585350;0
65523;945;30;0;0;0;0;.00nan;0;0
65523;1664;30;50;18;3;15;.833;3600000;0
65523;3101;19;0;0;0;0;.00nan;0;0
65537;982;28;89;33;2;31;.939;3600000;0
65537;1294;28;0;0;0;0;.00nan;0;0
65537;5944;23;87;39;3;36;.923;3572850;0
65537;6515;23;0;0;0;0;.00nan;0;0
65560;567;24;79;21;1;20;.952;3600000;0
65560;830;26;0;0;0;0;.00nan;0;0
65560;1828;24;0;0;0;0;.00nan;0;0
65560;2062;26;47;34;6;28;.824;3600000;0
65558;703;1;79;28;2;26;.929;3600000;0
65558;930;9;51;37;6;31;.838;3600000;0
65558;3513;1;0;0;0;0;.00nan;0;0
65558;5934;9;0;0;0;0;.00nan;0;0
66531;862;2;0;0;0;0;.00nan;0;0
66531;1044;17;0;0;0;0;.00nan;0;0
66531;5872;17;93;51;4;47;.922;3600000;0
66531;5935;2;48;30;5;25;.833;3583700;0
66581;150;25;82;36;3;33;.917;3590100;0
66581;762;25;0;0;0;0;.00nan;0;0
66581;830;26;85;30;2;28;.933;3600000;0
66581;2062;26;0;0;0;0;.00nan;0;0
65789;0;18;43;21;4;17;.810;1327000;0
65789;738;18;44;28;5;23;.821;2273000;0
65789;2123;8;43;26;5;21;.808;3600000;0
65789;5430;8;0;0;0;0;.00nan;0;0
65542;442;12;65;22;2;20;.909;3900000;0
65542;530;12;0;0;0;0;.00nan;0;0
65542;889;152;100;40;2;38;.950;3900000;0
65542;5950;152;0;0;0;0;.00nan;0;0
65547;904;3;0;0;0;0;.00nan;0;0
65547;1064;3;59;34;5;29;.853;3600000;0
65547;2075;10;39;31;6;25;.806;3156200;0
65547;2689;10;53;8;1;7;.875;436800;0
65612;442;12;0;0;0;0;.00nan;0;0
65612;530;12;60;23;3;20;.870;3600000;0
65612;536;27;73;44;5;39;.886;3556000;0
65612;1222;27;0;0;0;0;.00nan;0;0
65525;540;21;77;21;1;20;.952;3600000;0
65525;933;19;0;0;0;0;.00nan;0;0
65525;2115;21;0;0;0;0;.00nan;0;0
65525;3101;19;56;33;5;28;.848;3600000;0
65519;879;124;80;28;2;26;.929;3600000;0
65519;1658;124;0;0;0;0;.00nan;0;0
65519;5944;23;0;0;0;0;.00nan;0;0
65519;6515;23;63;31;4;27;.871;3574350;0
65538;567;24;0;0;0;0;.00nan;0;0
65538;945;30;73;18;1;17;.944;3600000;0
65538;1664;30;0;0;0;0;.00nan;0;0
65538;1828;24;55;27;4;23;.852;3600000;0
65565;982;28;0;0;0;0;.00nan;0;0
65565;1294;28;63;19;2;17;.895;3600000;0
65565;2965;31;37;30;6;24;.800;3600000;0
65565;6493;31;0;0;0;0;.00nan;0;0
65683;1044;17;0;0;0;0;.00nan;0;0
65683;1641;29;89;39;3;36;.923;3627650;0
65683;3462;29;0;0;0;0;.00nan;0;0
65683;5872;17;100;45;2;43;.956;3627650;0
65544;889;152;0;0;0;0;.00nan;0;0
65544;1926;0;0;0;0;0;.00nan;0;0
65544;5950;152;49;30;5;25;.833;3525850;0
65544;6446;0;77;32;3;29;.906;3600000;0
65566;690;154;59;41;6;35;.854;3600000;0
65566;929;154;0;0;0;0;.00nan;0;0
65566;930;9;73;19;1;18;.947;3600000;0
65566;5934;9;0;0;0;0;.00nan;0;0
66578;668;14;0;0;0;0;.00nan;0;0
66578;1615;14;65;29;4;25;.862;3651850;0
66578;2123;8;0;0;0;0;.00nan;0;0
66578;5430;8;99;43;3;40;.930;3651850;0
65681;150;25;67;32;4;28;.875;3545300;0
65681;762;25;0;0;0;0;.00nan;0;0
65681;904;3;89;39;3;36;.923;3600000;0
65681;1064;3;0;0;0;0;.00nan;0;0
65567;830;26;41;32;6;26;.813;3600000;0
65567;1926;0;85;31;2;29;.935;3600000;0
65567;2062;26;0;0;0;0;.00nan;0;0
65567;6446;0;0;0;0;0;.00nan;0;0
65552;567;24;91;56;5;51;.911;3539100;0
65552;668;14;63;25;3;22;.880;3600000;0
65552;1615;14;0;0;0;0;.00nan;0;0
65552;1828;24;0;0;0;0;.00nan;0;0
65832;0;18;90;41;3;38;.927;3537450;0
65832;540;21;0;0;0;0;.00nan;0;0
65832;738;18;0;0;0;0;.00nan;0;0
65832;2115;21;66;21;2;19;.905;3600000;0
65543;443;7;0;0;0;0;.00nan;0;0
65543;982;28;73;40;5;35;.875;3900000;0
65543;1294;28;0;0;0;0;.00nan;0;0
65543;1651;7;80;47;5;42;.894;3900000;0
65579;690;154;48;24;4;20;.833;3600000;0
65579;929;154;0;0;0;0;.00nan;0;0
65579;1247;20;0;0;0;0;.00nan;0;0
65579;1300;20;95;31;1;30;.968;3600000;0
65559;2965;31;0;0;0;0;.00nan;0;0
65559;5944;23;83;24;1;23;.958;3600000;0
65559;6493;31;93;50;3;47;.940;3600000;0
65559;6515;23;0;0;0;0;.00nan;0;0
65531;879;124;0;0;0;0;.00nan;0;0
65531;930;9;0;0;0;0;.00nan;0;0
65531;1658;124;59;28;4;24;.857;3558100;0
65531;5934;9;95;36;2;34;.944;3600000;0
65716;703;1;83;24;1;23;.958;3600000;0
65716;1044;17;0;0;0;0;.00nan;0;0
65716;3513;1;0;0;0;0;.00nan;0;0
65716;5872;17;68;23;2;21;.913;3585950;0
65609;536;27;84;43;4;39;.907;3600000;0
65609;862;2;0;0;0;0;.00nan;0;0
65609;1222;27;0;0;0;0;.00nan;0;0
65609;5935;2;86;26;1;25;.962;3600000;0
65618;830;26;0;0;0;0;.00nan;0;0
65618;2062;26;98;36;1;35;.972;3600000;0
65618;2075;10;71;30;3;27;.900;3584100;0
65618;2689;10;0;0;0;0;.00nan;0;0
66553;0;18;0;0;0;0;.00nan;0;0
66553;738;18;94;36;2;34;.944;3600000;0
66553;1641;29;44;4;1;3;.750;801900;0
66553;3462;29;55;40;6;34;.850;2798100;0
65638;1926;0;50;37;6;31;.838;3600000;0
65638;2123;8;0;0;0;0;.00nan;0;0
65638;5430;8;80;22;1;21;.955;3600000;0
65638;6446;0;0;0;0;0;.00nan;0;0
65581;150;25;69;29;3;26;.897;3522850;0
65581;762;25;0;0;0;0;.00nan;0;0
65581;945;30;77;27;2;25;.926;3600000;0
65581;1664;30;0;0;0;0;.00nan;0;0
65563;443;7;0;0;0;0;.00nan;0;0
65563;889;152;0;0;0;0;.00nan;0;0
65563;1651;7;49;36;6;30;.833;3600000;0
65563;5950;152;94;30;1;29;.967;3600000;0
65666;536;27;0;0;0;0;.00nan;0;0
65666;862;2;100;32;0;32;1.000;3600000;0
65666;1222;27;98;33;1;32;.970;3516650;0
65666;5935;2;0;0;0;0;.00nan;0;0
66564;690;154;0;0;0;0;.00nan;0;0
66564;929;154;50;19;3;16;.842;3552850;0
66564;1247;20;83;23;1;22;.957;3600000;0
66564;1300;20;0;0;0;0;.00nan;0;0
65682;567;24;84;38;2;36;.947;3600000;0
65682;830;26;79;35;3;32;.914;3553350;0
65682;1828;24;0;0;0;0;.00nan;0;0
65682;2062;26;0;0;0;0;.00nan;0;0
65597;443;7;41;31;6;25;.806;3306400;0
65597;930;9;32;33;7;26;.788;2390750;0
65597;1651;7;50;0;0;0;.00nan;293600;0
65597;5934;9;44;16;3;13;.813;1209250;0
65660;1641;29;46;26;5;21;.808;3667100;0
65660;2075;10;21;9;4;5;.556;603150;0
65660;2689;10;83;29;2;27;.931;3063950;0
65660;3462;29;0;0;0;0;.00nan;0;0
65623;703;1;0;0;0;0;.00nan;0;0
65623;2965;31;31;13;4;9;.692;1135400;0
65623;3513;1;66;15;1;14;.933;3600000;0
65623;6493;31;34;28;6;22;.786;2464600;0
65720;442;12;100;29;0;29;1.000;3600000;0
65720;530;12;0;0;0;0;.00nan;0;0
65720;1044;17;0;0;0;0;.00nan;0;0
65720;5872;17;98;48;3;45;.938;3600000;0
65672;862;2;26;17;5;12;.706;2917600;0
65672;1641;29;34;15;4;11;.733;1173250;0
65672;3462;29;79;22;1;21;.955;2426750;0
65672;5935;2;46;5;1;4;.800;663600;0
65745;1044;17;63;37;5;32;.865;3600000;0
65745;2123;8;77;21;1;20;.952;3600000;0
65745;5430;8;0;0;0;0;.00nan;0;0
65745;5872;17;0;0;0;0;.00nan;0;0
65703;1247;20;0;0;0;0;.00nan;0;0
65703;1300;20;52;19;3;16;.842;3600000;0
65703;1926;0;0;0;0;0;.00nan;0;0
65703;6446;0;53;26;4;22;.846;3570050;0
65589;567;24;0;0;0;0;.00nan;0;0
65589;690;154;65;24;3;21;.875;3600000;0
65589;929;154;0;0;0;0;.00nan;0;0
65589;1828;24;58;29;4;25;.862;3553950;0
65569;150;25;0;0;0;0;.00nan;0;0
